Neighborhood,Street,Address1,Address2,Intersection,From,To,Permitee,Contractor,Permit,ProjectCategory,ConstructionNotes,WorkSchedule,ExpirationDate,EstimatedCompletionDate,RoadwayPlatesInUse,SidewalkPlatesInUse,Status,TrenchLength,ContactNumber,NumberofWorkZones,District
SOUTH END/BACK BAY,TREMONT ST,600,,WEST DEDHAM ST,,,Extenet Systems,Mirra Co/Neecc,EXCA-682496,SERVICE,INSTALLATION OF CONDUIT / CABINET / HAND HOLD / BREAKOUT,Days & Weekends,Jun 11 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN/POLE,50,978-758-0999,1,01C
SOUTH END/BACK BAY,TREMONT ST,636,,AQUADILLA ST,,,Extenet Systems,Mirra Co/Neecc,EXCA-682494,SERVICE,INSTALLATION OF CONDUIT / CABINET / HAND HOLD / BREAKOUT,Days & Weekends,Jun 13 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN,,978-758-0999,1,01C
SOUTH END/BACK BAY,TREMONT ST,647,,PEMBROKE ST,,,Extenet Systems,WavEGUIDE,EXCA-682492,MAINTENANCE,BREAKOUT FOR 652 / MICROTRENCH,Days & Weekends,Jun 29 2017 12:00AM,Jun 29 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,781-307-7340,1,01C
SOUTH END/BACK BAY,TREMONT ST,652,,WEST BROOKLINE,,,Extenet Systems,Mirra Co/Neecc,EXCA-682493,SERVICE,INSTALLATION OF CONDUIT / CABINET / HAND HOLD / BREAKOUT,Days & Weekends,Jun 13 2017 12:00AM,Jul  4 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,,978-758-0999,1,01C
SOUTH END/BACK BAY,TREMONT ST,671,673,PEMBROKE,,,Extenet Systems,WAVEGUIDE,EXCA-682492,SERVICE,MICRO TRENCH & BREAKOUT,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,,,NO START,,978-758-0999,1,01C
SOUTH END/BACK BAY,TREMONT ST,685,,WEST NEWTON ST,,,Extenet Systems,Mirra Co / Neecc,EXCA-677203,SERVICE,INSTALLATION OF CONDUIT / CABINET / HAND HOLD / BREAKOUT,Days & Weekends,Jul 25 2017 12:00AM,Jul 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,55,978-758-0239,1,01C
SOUTH END/BACK BAY,TREMONT ST,695,,RUTLAND SQ,,,Extenet Systems,Mirra Co/Neecc,EXCA-677202,SERVICE,INSTALLATION OF CONDUIT/CABINET HANDHOLD BREAKOUT,Days & Weekends,Jul 25 2017 12:00AM,Jul 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,90,978-758-0239,1,01C
SOUTH END/BACK BAY,TREMONT ST,725,743,WEST CONCORD ST,,,Extenet Systems,Mirra Co/Neecc,EXCA-677201,SERVICE,INSTALLATION OF CONDUIT/CABINET HANDHOLD BREAKOUT,Days & Weekends,Jul 25 2017 12:00AM,Jul 25 2017 12:00AM,,,CABINET AND POLE IN,60,978-758-0239,1,01C
SOUTH END/BACK BAY,TREMONT ST,755,,WORCESTER ST,,,Extenet Systems,Neecc/Mirra Co,EXCA-677211,SERVICE,"CONDUIT, CABINET, HANDHOLD, BREAKOUT",Days & Weekends,Jul 25 2017 12:00AM,Jul 25 2017 12:00AM,,,CABINET AND POLE IN,,,1,01C
SOUTH END/BACK BAY,TREMONT ST,765,,WEST SPRINGFIELD,,,Extenet Systems,Mirra Co/Neecc,EXCA-677210,SERVICE,INSTALLATION OF CONDUIT/CABINET/HANDHOLD/BREAKOUT,Weekends,Jul 23 2017 12:00AM,Jul 23 2017 12:00AM,,,CABINET AND POLE IN,60,978-758-0239,1,01C
SOUTH END/BACK BAY,UPTON ST,44,,,,,Keash Excavating,Keash Excavating,EXCA-715119,SERVICE,NEW FIREPIPE SERVICE,Days & Weekends,Jun 25 2017 12:00AM,Jun 25 2017 12:00AM,,,,,857-231-1171,1,01C
SOUTH END/BACK BAY,UPTON ST,44,,,,,Keash Excavation,Keash Excavation,EXCA-715119,SERVICE,INSTALLATION OF FIREPIPE / CUT AND CAP,Days & Weekends,Jun 29 2017 12:00AM,Jun 29 2017 12:00AM,3,1,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,WALTHAM ST,11,,,,,National Grid,National Grid,EMER-665103,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,,,ONGOING AFTER HOURS,,877-304-1148,1,01C
SOUTH END/BACK BAY,WASHINGTON ST,1401,,,,,Boston Water & Sewer Commission,BWSC,EMER-701473,EMERGENCY,EMERGENCY WATER REPAIR,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,ONGOING AFTER HOURS,,,1,01C
SOUTH END/BACK BAY,WASHINGTON ST,1556,,S/O 11 EAST NEWTON,,,Metro Equipment Corp,M KEANE EXCA,EXCA-702890,EMERGENCY,FIREPIPE REPAIR PENDING DESIGN ISSUE,Days & Weekends,Jul  6 2017 12:00AM,Jul  6 2017 12:00AM,,1,ON HOLD,,781-843-1330,1,01C
SOUTH END/BACK BAY,WELLINGTON ST,26,,,,,Extenet Systems,Anderson,EXCA-658797,SERVICE,CONDUIT/BASE/CABINET/MHBO,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN,,978-804-0652,1,01C
SOUTH END/BACK BAY,WEST CANTON ST,135,185,,WARREN AV,TREMONT ST,National Grid,Feeney Bros,EXCA-694746,SERVICE,RELAY MAIN & SERVICES,Days & Weekends,Jul 10 2017 12:00AM,Jul 10 2017 12:00AM,0,0,DOWN IN BINDER,650,,1,01C
SOUTH END/BACK BAY,WEST CONCORD ST,125,,,,,National Grid,Bond Brothers,EXCA-689053,SERVICE,NEW GAS SERVICE,Days & Weekends,Jul  2 2017 12:00AM,Jul  2 2017 12:00AM,,,FLUSH TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,WEST NEWTON ST,102,,,,,Verizon,Verizon,EXCA-704263,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun  3 2017 12:00AM,Jun  3 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-445-8946,1,01C
SOUTH END/BACK BAY,WEST NEWTON ST,234,,,,,Extenet Systems,Mirra Co,EXCA-658804,SERVICE,INSTALLATION OF CONDUIT/BASE/CABINET/MHBO,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN,91,978-804-0652,1,01C
SOUTH END/BACK BAY,WEST NEWTON ST,250,252,ST BOTOLPH,,,Verizon,Parkside,EXCA-704256,SERVICE,INSTALLATION OF CONDUIT / EXCA-705263,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,72,,1,01C
SOUTH END/BACK BAY,WEST RUTLAND SQ,60,,,,,Brooksdale Construction,Brooksdale Conmstruction,EXCA-708342,SERVICE,"WATER, FIREPIPE, CUT & CAP",Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,2,0,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,WORCESTER SQ,,,,,,Eversource Electric,Riley Brothers,EXCA-714843,MAINTENANCE,REROOF MANHOLE,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,4,0,PLATES PINNED & BERMED,,800-592-2000,1,01C
SOUTH END/BACK BAY,WORCESTER SQ,1,,WASHINGTON ST,,,Eversource Electric,Riley Brothers,EXCA-714843,MAINTENANCE,REROOF MANHOLE #1745,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,4,,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,YARMOUTH ST,4,36,,,,Extenet Systems,Anderson,EXCA-658806,NEW CONDUIT AND/OR MAIN,MICROTRENCH / BREAKOUT,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN,400,978-758-0208,1,01C
NORTH END/BEACON HILL,ATLANTIC AV,7,,,CROSS ST,COMMERCIAL ST,Boston Public Works,Gioioso,EXCA-621826,NEW CONDUIT AND/OR MAIN,CONNECT HISTORIC BOSTON / MULTI PHASE WORK,Days & Weekends,Jul 13 2017 12:00AM,Oct  1 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,,617-635-4950,1,01B
NORTH END/BEACON HILL,BEACON ST,,,SOMERSET,,,Veolia Energy,Veolia Energy,,EMERGENCY,LEAK REPAIR UPON GAS WORK COMPLETION,Days & Weekends,Jun 10 2017 12:00AM,Jun 10 2017 12:00AM,,,VENTING STACK,,617 482-8232,1,01B
NORTH END/BEACON HILL,BEACON ST,1,24,BOWDOIN ST,,,National Grid,Feeney Brothers Excavation,EXCA-617280,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Weekends,Jul  1 2017 12:00AM,Oct  1 2017 12:00AM,0,,FLUSH TO GRADE,750,877-304-1203,1,01B
NORTH END/BEACON HILL,BEACON ST,11,,,,,Lightower Fiber,Murphy & Fahy,EXCA-715312,SERVICE,INSTALLATION OF CONDUIT / ON HOLD,Days & Weekends,Jun 24 2017 12:00AM,Jun 24 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,781-844-9569,1,01B
NORTH END/BEACON HILL,BEACON ST,25,,,,,Cavalieri,Cavalieri,EXCA-503577,SERVICE,"INSTALL WATER, SEWER, DRAIN",Days & Weekends,Jun 10 2017 12:00AM,Jun 10 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,,1,01B
NORTH END/BEACON HILL,BEACON ST,6,,SOMERSET ST,,,Veolia Energy,Veolia Energy,EMER-566478,EMERGENCY,MANHOLE CLEANING,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,,,,,800-592-2000,1,01B
NORTH END/BEACON HILL,BOWDOIN ST,142,144,,BEACON ST,ASHBURTON ST,National Grid,Feeney Bros,EXCA-597618,SERVICE,RELAY GAS MAIN,Weekends,May 21 2017 12:00AM,May 21 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,125,877-304-1203,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,120,,,,,National Grid,National Grid,EMER-661178,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May 18 2017 12:00AM,May 18 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,120,,,,,National Grid,National Grid,EMER-665056,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,120,,,,,National Grid,National Grid,EMER-665057,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,120,,,,,National Grid,National Grid,EMER-665062,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,120,,,,,National Grid,National Grid,EXCA-712324,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun 12 2017 12:00AM,Jun 20 2017 12:00AM,,,FLUSH TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,148,,,,,National Grid,National Grid,EMER-665087,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,CAMBRIDGE ST,327,,,,,National Grid,National Grid,EXCA-710114,MAINTENANCE,CORROSION WORK,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01B
NORTH END/BEACON HILL,CAUSEWAY ST,,,,NORTH WASHINGTON,PORTLAND,Boston Public Works,Gioioso,EXCA-464507,CAPITAL,HISTORIC BOSTON / MULTI PHASE PROJECT,Days & Weekends,Jul 15 2017 12:00AM,Oct  1 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-635-4950,1,01B
NORTH END/BEACON HILL,COMMERCIAL ST,,,,ATLANTIC,BATTERY,Boston Public Works,Gioioso,EXCA-556979,CAPITAL,CONNECT HISTORIC BOSTON / MULTIPHASE WORK,Days & Weekends,Jul 11 2017 12:00AM,Oct  1 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0999,1,01B
NORTH END/BEACON HILL,COMMERCIAL ST,300,322,,,,Extenet Systems,Extenet Systems,EXCA-693799,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,Jun 13 2017 12:00AM,Jul 11 2017 12:00AM,,,ON HOLD,176,978-758-0208,1,01B
NORTH END/BEACON HILL,COOPER ST,0,,,,,Extenet,Neecc,EXCA-672506,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-877-4602,1,01B
NORTH END/BEACON HILL,FRUIT ST,60,,,,,Veolia Energy,Veolia Energy,EXCA-710234,EMERGENCY,LEAK REPAIR / STACK / ON HOLD,Days & Weekends,Jun 15 2017 12:00AM,Jun 15 2017 12:00AM,4,,PLATES PINNED & BERMED,,617-482-8232,1,01B
NORTH END/BEACON HILL,GROVE ST,,,MYRTLE ST,,,National Grid,Feeney Brothers Excavation,EXCA-614729,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,0,,DOWN IN BINDER AWAITING TOP,90,877-304-1203,1,01B
NORTH END/BEACON HILL,HANOVER AV,8,,,,,Boston Water & Sewer Commission,D'Allesandro,EXCA-675319,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER MAIN,Days & Weekends,Jun 28 2017 12:00AM,Oct  1 2017 12:00AM,1,0,PLATES PINNED & BERMED,300,,1,01B
NORTH END/BEACON HILL,HANOVER ST,392,400,CHARTER,,,Boston Water & Sewer Commission,D'Allesandro,EXCA-675700,NEW CONDUIT AND/OR MAIN,WATER AND SEWER RELAY,Days & Weekends,May 29 2017 12:00AM,May 29 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,40,617-989-7000,1,01B
NORTH END/BEACON HILL,HANOVER ST,393,,,,,Extenet,Neecc,EXCA-675634,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,,,617-877-4602,1,01B
NORTH END/BEACON HILL,HULL ST,32,,,,,Eversource Electric,Eversource Electric,EMER-679416,EMERGENCY,ELECTRICAL OUTAGE,Days & Weekends,May 17 2017 12:00AM,May 17 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01B
NORTH END/BEACON HILL,HULL ST,52,,,,,Boston Water & Sewer Commission,D'Allesandro,EXCA-705161,,BYPASS ONLY,Days & Weekends,Jul 22 2017 12:00AM,Jul 22 2017 12:00AM,,,BYPASS ONLY,,,1,01B
NORTH END/BEACON HILL,MARGARET ST,11,,,,,National Grid,National Grid,EMER-665083,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun  3 2017 12:00AM,Jun  3 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,MT VERNON ST,41,,,,,National Grid,Bond Brothers,EXCA-656811,SERVICE,NEW GAS SERVICE,Days & Weekends,Jun 30 2017 12:00AM,Jun 30 2017 12:00AM,4,,PLATES PINNED & BERMED,,877-304-1148,1,01B
NORTH END/BEACON HILL,MT VERNON ST,61,,,,,National Grid,Bond Brothers,EXCA-709444,SERVICE,INSTALLATION OF SERVICE,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01B
NORTH END/BEACON HILL,MT VERNON ST,61,,,,,National Grid,Bond Brothers Inc,EXCA-709444,SERVICE,NEW GAS SERVICE,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,,,,,877-304-1148,1,01B
NORTH END/BEACON HILL,MYRTLE ST,17,,,,,Eversource Electric,Eversource Electric,EMER-687218,EMERGENCY,CASTING REPAIR,Days & Weekends,Jun 15 2017 12:00AM,Jul  1 2017 12:00AM,0,3,PLATES PINNED & BERMED,,800-592-2000,1,01B
NORTH END/BEACON HILL,MYRTLE ST,97,,,GROVE,REVERE,National Grid,Feeney Brothers Excavation,EXCA-614731,NEW CONDUIT AND/OR MAIN,INSTALLATION OF NEW GAS MAIN/SERVICES,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,0,0,FLUSH TO GRADE,620,877-304-1203,1,01B
NORTH END/BEACON HILL,NASHUA ST,100,,,,,Veolia Energy,Veolia Energy,,,LEAK INVESTIGATION PENDING,Days & Weekends,Jun 30 2017 12:00AM,Jun 30 2017 12:00AM,,,VENTING STACK,,617 482-8232,1,01B
NORTH END/BEACON HILL,NORTH BENNET ST,30,32,,,,Extenet,Neecc,EXCA-675643,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,,,617-877-4602,1,01B
NORTH END/BEACON HILL,NORTH ST,150,233,,,,Boston Water & Sewer Commission,D'Allessander,EXCA-643625,NEW CONDUIT AND/OR MAIN,INSTALLATION OF SEWER,Days & Weekends,Jul 11 2017 12:00AM,Jul 11 2017 12:00AM,6,,PLATES PINNED & BERMED,330,,1,01B
NORTH END/BEACON HILL,NORTH ST,183,185,,,,Eversource Electric,Riley Brothers,EXCA-712208,SERVICE,INSTALL CONDUIT,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01B
NORTH END/BEACON HILL,NORTH ST,287,,,,,Camdele,Camdele,EXCA-704277,SERVICE,FIREPIPE INSTALLATION / ON HOLD,Days & Weekends,May 22 2017 12:00AM,May 30 2017 12:00AM,,1,PLATES BERMED,,,1,01B
NORTH END/BEACON HILL,NORTH ST,353,375,,,,Boston Water & Sewer Commission,D'Allessandro,EXCA-712282,NEW CONDUIT AND/OR MAIN,INSTALLATION OF SEWER MAIN,Days & Weekends,Jun 24 2017 12:00AM,Jun 24 2017 12:00AM,5,,PLATES PINNED & BERMED,,,1,01B
NORTH END/BEACON HILL,PARMENTER ST,25,,,,,Extenet,Neecc,EXCA-651109,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,,,617-877-4602,1,01B
NORTH END/BEACON HILL,PRINCE ST,138,,,,,Extenet,Neecc,EXCA-675640,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,,,,,617-877-4602,1,01B
NORTH END/BEACON HILL,PRINCE ST,96,,,,,Boston Water & Sewer Commission,D'Allesandro,EXCA-705166,NEW CONDUIT AND/OR MAIN,"WATER, SEWER MAIN CONNECTIONS",Days & Weekends,Jul 22 2017 12:00AM,Jul 22 2017 12:00AM,,,BYPASS ONLY,,617-989-7000,1,01B
NORTH END/BEACON HILL,REVERE ST,99,,,,,National Grid,Bond Brothers,EXCA-708286,SERVICE,INSTALLATION OF NEW GAS SERVICE,Days & Weekends,Jun 14 2017 12:00AM,Jun 14 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,,,1,01B
NORTH END/BEACON HILL,RICHMOND ST,108,,,,,Extenet,Neecc,EXCA-675641,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,,,,,617-877-4602,1,01B
NORTH END/BEACON HILL,RICHMOND ST,70,157,,,,Boston Water & Sewer Commission,D'Allesandro,EXCA-654877,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER MAIN / BYPASS,Days & Weekends,Jul  1 2017 12:00AM,Oct  1 2017 12:00AM,11,,PLATES PINNED & BERMED,500,,1,01B
NORTH END/BEACON HILL,SNOW HILL ST,1,37,,HULL,PRINCE,National Grid,Feeney Brothers Excavation,EXCA-662941,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN /SERVICES/ALSO EXCA-698671,Days & Weekends,Jun  1 2017 12:00AM,Jun  1 2017 12:00AM,0,0,PLATES PINNED & BERMED,450,877-304-1203,1,01B
NORTH END/BEACON HILL,SNOW HILL ST,53,,,,,National Grid,National Grid,EXCA-698671,SERVICE,RELAY GAS SERVICE,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,5,0,PLATES PINNED & BERMED,,877-304-1148,1,01B
NORTH END/BEACON HILL,SNOW HILL ST,6,46,,,,Boston Water & Sewer Commission,D'Allesandro,EXCA-705164,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER & SEWER,Days & Weekends,Jul 22 2017 12:00AM,Jul 22 2017 12:00AM,,,DOWN 1.5 IN BINDER,,,1,01B
NORTH END/BEACON HILL,TEMPLE ST,60,,,,,National Grid,National Grid,EXCA-713095,SERVICE,NEW GAS SERVICE,Days & Weekends,Jun 29 2017 12:00AM,Jun 29 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,TEMPLE ST,60,,,,,National Grid,National Grid,EXCA-713095,SERVICE,RELAY GAS SERVICE,Days & Weekends,Jun 29 2017 12:00AM,Jun 29 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,TEMPLE ST,61,,,,,National Grid,National Grid,EXCA-712696,MAINTENANCE,CORROSION WORK,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01B
NORTH END/BEACON HILL,THATCHER ST,1,,,,,Extenet,Neec,EXCA-672508,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-877-4602,1,01B
NORTH END/BEACON HILL,TILESTON ST,15,,,,,Boston Water & Sewer Commission,BWSC,EMER-715350,EMERGENCY,SEWER REPAIR,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01B
NORTH END/BEACON HILL,WM CARDINAL O'CONNELL WAY,60,,,,,National Grid,National Grid,EXCA-710126,MAINTENANCE,CORROSION WORK,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,,,NO START,,877-304-1148,1,01B
CHARLESTOWN,CAMBRIDGE ST,100,,,,,National Grid,Feeney Brothers Excavation,EXCA-710219,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun  6 2017 12:00AM,Jun  6 2017 12:00AM,2,,PLATES PINNED & BERMED,,,1,01A
CHARLESTOWN,CAMBRIDGE ST,24,,,,,National Grid,Feeney Brothers Excavation,EXCA-719819,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jul 12 2017 12:00AM,Jul 12 2017 12:00AM,6,,PLATES PINNED & BERMED,,,1,01A
CHARLESTOWN,CAMBRIDGE ST,24,,SPICE ST,,,National Grid,National Grid,EMER-661173,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 17 2017 12:00AM,May 17 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01A
CHARLESTOWN,CARTER ST,2,,,,,National Grid,Feeney Brothers Excavation,EXCA-718455,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jul  7 2017 12:00AM,Jul  7 2017 12:00AM,,,FLUSH TO GRADE,,,1,01A
CHARLESTOWN,HARVARD SQ,25,,,,,National Grid,Feeney Brothers Excavation,EXCA-709431,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jun 17 2017 12:00AM,Aug  2 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,80,877-304-1148,1,01A
CHARLESTOWN,HENLEY ST,1,30,,,,National Grid,Feeney Brothers Excavation,EXCA-672721,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  2 2017 12:00AM,Aug  2 2017 12:00AM,0,0,DOWN IN BINDER,450,,1,01A
CHARLESTOWN,MEDFORD ST,240,500,,,,BWSC,RJV,EXCA-695851,,RELAY WATER MAIN,Days & Weekends,Jul 13 2017 12:00AM,Dec 25 2017 12:00AM,1,4,PLATES PINNED & BERMED,,,1,01A
CHARLESTOWN,WARREN ST,34,42,HENLEY,,,National Grid,Feeney Brothers Excavation,EXCA-710119,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN TIE IN,Days & Weekends,Jun 20 2017 12:00AM,Aug  2 2017 12:00AM,0,0,DOWN IN BINDER,,877-304-1148,1,01A
,,,,,,,,,,,,Days & Weekends,,,,,,,,,
